hours-per-week,age,capital-gain,capital-loss,workclass,education,education-num,marital-status,relationship,race,gender,native-country,income,occupation
40,42,0,0,Private,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,97542,Exec-managerial
59,65,0,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,61676,Exec-managerial
40,25,0,1887,Private,Assoc-voc,11,Married-civ-spouse,Wife,White,Female,United-States,68113,Prof-specialty
48,31,0,0,Local-gov,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,26600,Protective-serv
40,47,7688,0,Private,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,United-States,86012,Craft-repair
38,31,3464,0,Private,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,United-States,28564,Craft-repair
40,54,7298,0,Local-gov,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,70998,Adm-clerical
40,42,0,1628,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,34442,Adm-clerical
35,62,0,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,30908,Farming-fishing
25,24,0,0,?,HS-grad,9,Married-civ-spouse,Wife,White,Female,United-States,14911,?
45,65,6418,0,Local-gov,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,52413,Handlers-cleaners
40,49,0,1485,Private,10th,6,Married-civ-spouse,Husband,White,Male,United-States,50735,Handlers-cleaners
60,27,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Female,United-States,22550,Adm-clerical
20,18,0,0,Private,11th,7,Never-married,Own-child,Amer-Indian-Eskimo,Male,United-States,5000,Other-service
40,58,2174,0,Private,HS-grad,9,Divorced,Unmarried,White,Female,United-States,28699,Adm-clerical
40,24,0,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,13012,Craft-repair
40,44,0,0,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,United-States,64025,Craft-repair
40,39,0,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,34524,Exec-managerial
50,45,0,0,Self-emp-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,56400,Craft-repair
25,24,0,0,Private,HS-grad,9,Separated,Unmarried,White,Female,United-States,6500,Other-service
45,27,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,50850,Sales
40,43,0,0,Local-gov,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,99999,Exec-managerial
15,39,0,0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Wife,White,Female,United-States,51700,Other-service
40,42,0,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,41064,Craft-repair
38,18,0,1602,?,HS-grad,9,Never-married,Own-child,Asian-Pac-Islander,Female,United-States,398,?
20,68,0,0,Private,7th-8th,4,Widowed,Unmarried,Amer-Indian-Eskimo,Female,United-States,11849,Other-service
40,23,0,0,?,HS-grad,9,Never-married,Own-child,White,Male,United-States,7099,?
45,50,7688,0,Self-emp-not-inc,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,99999,Sales
40,45,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,89075,Craft-repair
60,25,0,1590,Private,Bachelors,13,Never-married,Not-in-family,White,Male,United-States,23985,Exec-managerial
40,32,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Male,United-States,46252,Prof-specialty
43,59,99999,0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,99999,Prof-specialty
60,42,0,0,Private,Assoc-voc,11,Never-married,Not-in-family,White,Female,United-States,16843,Adm-clerical
36,53,0,0,State-gov,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,99999,Prof-specialty
50,28,0,1628,Private,HS-grad,9,Married-civ-spouse,Wife,White,Female,United-States,34318,Other-service
40,31,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,26108,Tech-support
35,37,0,0,Private,Some-college,10,Married-civ-spouse,Wife,White,Female,United-States,49524,Tech-support
40,58,0,0,?,Some-college,10,Married-civ-spouse,Wife,White,Female,United-States,34824,?
40,27,0,0,Private,Prof-school,15,Never-married,Own-child,White,Female,United-States,19000,Prof-specialty
55,49,0,0,Private,HS-grad,9,Divorced,Other-relative,White,Female,United-States,20000,Machine-op-inspct
40,57,0,0,Self-emp-not-inc,7th-8th,4,Widowed,Unmarried,White,Male,United-States,24600,Farming-fishing
30,37,3137,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,33337,Prof-specialty
10,55,0,0,Self-emp-inc,HS-grad,9,Married-civ-spouse,Wife,White,Female,United-States,41214,Adm-clerical
40,58,0,0,Local-gov,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,46200,Farming-fishing
45,58,0,1980,Private,Masters,14,Divorced,Not-in-family,White,Female,United-States,29920,Adm-clerical
65,47,0,0,Self-emp-not-inc,Some-college,10,Divorced,Not-in-family,White,Female,United-States,21200,Exec-managerial
60,31,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,56010,Transport-moving
45,35,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,44056,Sales
40,61,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,51012,Transport-moving
40,37,0,0,Local-gov,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,26668,Other-service
40,57,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,40100,Craft-repair
40,43,0,0,Private,HS-grad,9,Divorced,Not-in-family,White,Female,United-States,21130,Adm-clerical
40,61,7688,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,94917,Exec-managerial
42,36,3103,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,55855,Tech-support
40,31,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,6806,Adm-clerical
50,30,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,26312,Craft-repair
45,41,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,Black,Male,United-States,41601,Adm-clerical
50,40,0,0,Private,10th,6,Married-civ-spouse,Husband,White,Male,United-States,36140,Craft-repair
43,22,0,0,?,Some-college,10,Never-married,Not-in-family,White,Male,United-States,3950,?
35,22,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Female,United-States,8700,Machine-op-inspct
50,38,5178,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,63328,Adm-clerical
40,22,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Female,United-States,24000,Prof-specialty
50,28,0,0,Private,Bachelors,13,Divorced,Unmarried,White,Male,United-States,24500,Craft-repair
40,34,0,0,Private,12th,8,Divorced,Own-child,White,Female,United-States,12585,Machine-op-inspct
20,33,0,1887,Private,HS-grad,9,Married-civ-spouse,Wife,White,Female,United-States,63113,Adm-clerical
40,20,0,0,Private,HS-grad,9,Married-civ-spouse,Other-relative,White,Female,United-States,5900,Adm-clerical
50,34,0,0,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Husband,White,Male,United-States,99999,Prof-specialty
52,41,0,0,Local-gov,Bachelors,13,Married-civ-spouse,Wife,White,Female,United-States,45000,Prof-specialty
60,49,0,0,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Husband,White,Male,United-States,32573,Prof-specialty
60,39,0,0,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,United-States,56616,Farming-fishing
35,32,0,0,Private,10th,6,Married-civ-spouse,Wife,White,Female,United-States,25000,Exec-managerial
15,20,0,0,Private,Some-college,10,Never-married,Own-child,White,Female,United-States,1200,Adm-clerical
15,17,0,0,Private,10th,6,Never-married,Own-child,White,Female,United-States,11000,Other-service
55,51,0,0,Private,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,61162,Sales
40,21,0,0,Private,12th,8,Married-civ-spouse,Husband,White,Male,United-States,37540,Craft-repair
20,20,0,0,Private,Some-college,10,Never-married,Not-in-family,Other,Female,United-States,1715,Prof-specialty
52,42,0,0,Private,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,United-States,17444,Craft-repair
44,27,0,0,Private,Some-college,10,Divorced,Unmarried,White,Female,United-States,22512,Adm-clerical
50,29,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,53300,Prof-specialty
38,44,0,0,Private,Some-college,10,Separated,Not-in-family,White,Female,United-States,21050,Tech-support
40,39,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,38900,Sales
50,61,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,28562,Exec-managerial
40,28,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,58933,Craft-repair
40,50,0,0,Private,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,United-States,46193,Protective-serv
40,43,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,52616,Machine-op-inspct
50,51,0,0,Self-emp-inc,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,48322,Craft-repair
40,43,0,0,Private,Assoc-voc,11,Married-civ-spouse,Wife,White,Female,United-States,50020,Adm-clerical
40,18,0,0,Private,HS-grad,9,Never-married,Own-child,White,Female,United-States,6000,Adm-clerical
32,33,0,0,Federal-gov,HS-grad,9,Never-married,Not-in-family,White,Male,United-States,20051,Other-service
40,26,0,0,Private,Bachelors,13,Never-married,Own-child,White,Female,United-States,25000,Adm-clerical
40,42,0,0,State-gov,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,66650,Protective-serv
12,63,0,0,?,Doctorate,16,Married-civ-spouse,Husband,White,Male,United-States,46281,?
40,32,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,44841,Craft-repair
40,47,0,0,Federal-gov,Bachelors,13,Never-married,Unmarried,Black,Male,United-States,99999,Adm-clerical
40,40,0,0,Private,HS-grad,9,Divorced,Unmarried,Black,Female,United-States,15000,Handlers-cleaners
40,43,0,0,Local-gov,Assoc-voc,11,Married-civ-spouse,Wife,White,Female,United-States,73000,Adm-clerical
50,25,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Male,United-States,37075,Exec-managerial
52,45,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,62664,Machine-op-inspct
50,41,99999,0,Self-emp-not-inc,Masters,14,Married-civ-spouse,Wife,White,Female,United-States,99999,Exec-managerial
20,18,0,0,?,HS-grad,9,Never-married,Own-child,White,Female,United-States,1250,?
35,42,0,0,Private,HS-grad,9,Married-civ-spouse,Wife,White,Female,United-States,48424,Adm-clerical
40,22,0,0,Private,HS-grad,9,Never-married,Unmarried,White,Female,United-States,17000,Other-service
45,46,0,1902,Local-gov,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,90898,Exec-managerial
75,44,0,0,Private,Bachelors,13,Divorced,Unmarried,White,Female,United-States,27800,Sales
47,34,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,66050,Sales
20,21,0,0,Private,Some-college,10,Never-married,Own-child,White,Female,United-States,5200,Sales
40,19,0,0,State-gov,HS-grad,9,Never-married,Own-child,White,Female,United-States,3490,Adm-clerical
40,28,0,0,Private,10th,6,Never-married,Not-in-family,White,Male,United-States,22000,Craft-repair
60,62,0,1977,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,99999,Transport-moving
40,40,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,33700,Machine-op-inspct
35,22,0,0,Private,HS-grad,9,Never-married,Own-child,White,Female,United-States,12822,Other-service
50,47,0,0,Private,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,99999,Exec-managerial
50,39,0,0,Private,HS-grad,9,Divorced,Own-child,White,Male,United-States,19800,Machine-op-inspct
40,23,0,0,Self-emp-not-inc,HS-grad,9,Never-married,Own-child,White,Male,United-States,6114,Craft-repair
40,31,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,45025,Sales
40,25,0,0,Private,Assoc-acdm,12,Never-married,Not-in-family,White,Male,United-States,14008,Craft-repair
40,19,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Female,United-States,17228,Sales
43,47,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,55016,Craft-repair
8,26,0,0,State-gov,Assoc-acdm,12,Never-married,Own-child,Black,Female,United-States,8262,Adm-clerical
40,28,0,0,Private,Some-college,10,Never-married,Own-child,Amer-Indian-Eskimo,Male,United-States,16600,Craft-repair
40,23,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,16550,Machine-op-inspct
40,44,0,0,Local-gov,Masters,14,Married-civ-spouse,Wife,White,Female,United-States,26150,Prof-specialty
40,44,14344,0,Private,Some-college,10,Divorced,Own-child,White,Male,United-States,52482,Adm-clerical
70,54,0,0,Self-emp-inc,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,99999,Sales
77,73,0,1668,Self-emp-not-inc,HS-grad,9,Widowed,Not-in-family,White,Male,United-States,11632,Farming-fishing
70,39,15024,0,Private,12th,8,Married-civ-spouse,Husband,White,Male,United-States,99999,Transport-moving
45,32,0,0,?,HS-grad,9,Married-civ-spouse,Husband,Black,Male,United-States,5001,?
60,31,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,33000,Craft-repair
60,50,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,50262,Tech-support
40,25,0,0,Private,HS-grad,9,Married-civ-spouse,Wife,White,Female,United-States,18087,Adm-clerical
40,29,0,0,Private,Some-college,10,Never-married,Own-child,White,Female,United-States,11648,Adm-clerical
55,23,0,0,Private,9th,5,Married-civ-spouse,Husband,Other,Male,United-States,20800,Craft-repair
30,76,0,0,Self-emp-not-inc,7th-8th,4,Never-married,Not-in-family,White,Male,United-States,13099,Farming-fishing
20,48,0,0,Private,HS-grad,9,Divorced,Not-in-family,Black,Female,United-States,7000,Other-service
45,43,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,61100,Exec-managerial
40,50,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,55419,Transport-moving
40,35,0,0,Private,Bachelors,13,Never-married,Other-relative,White,Male,United-States,25050,Adm-clerical
40,21,0,0,Private,HS-grad,9,Never-married,Own-child,Black,Male,United-States,7000,Transport-moving
40,55,0,0,State-gov,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,36905,Prof-specialty
40,61,0,0,Private,Some-college,10,Divorced,Not-in-family,White,Male,United-States,14884,Craft-repair
20,17,0,0,Private,10th,6,Never-married,Own-child,White,Female,United-States,3000,Sales
40,36,0,0,Private,9th,5,Divorced,Not-in-family,White,Female,United-States,19000,Sales
40,30,0,0,Private,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,United-States,47500,Craft-repair
40,34,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,Black,Male,United-States,26040,Transport-moving
40,44,0,0,Self-emp-not-inc,Masters,14,Divorced,Unmarried,White,Female,United-States,13700,Exec-managerial
60,49,0,0,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,United-States,99999,Exec-managerial
40,29,0,0,Private,HS-grad,9,Never-married,Unmarried,Black,Female,United-States,22671,Exec-managerial
15,17,0,0,?,7th-8th,4,Never-married,Own-child,White,Female,United-States,2200,?
40,24,0,0,Private,Bachelors,13,Never-married,Own-child,White,Female,United-States,6320,Adm-clerical
40,44,0,1902,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,78098,Prof-specialty
40,25,0,0,Private,Bachelors,13,Never-married,Own-child,Black,Female,United-States,12262,Adm-clerical
40,68,0,0,?,HS-grad,9,Widowed,Not-in-family,White,Female,United-States,3115,?
40,34,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,42922,Adm-clerical
40,24,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,25900,Prof-specialty
32,42,0,0,Private,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,United-States,8000,Adm-clerical
40,43,0,0,Private,Some-college,10,Divorced,Unmarried,Black,Female,United-States,16005,Prof-specialty
55,47,0,1977,Federal-gov,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,99999,Exec-managerial
40,42,0,0,Private,Bachelors,13,Married-civ-spouse,Wife,Black,Female,United-States,44000,Adm-clerical
40,32,0,0,?,Some-college,10,Divorced,Not-in-family,White,Male,United-States,3128,?
40,46,0,1902,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,93098,Sales
50,26,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,30153,Exec-managerial
45,65,0,0,Self-emp-not-inc,9th,5,Married-civ-spouse,Husband,White,Male,United-States,4100,Craft-repair
40,24,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,23967,Craft-repair
40,26,0,0,Local-gov,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,20800,Craft-repair
40,42,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,66312,Machine-op-inspct
40,62,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,25526,Machine-op-inspct
40,36,0,0,State-gov,Bachelors,13,Divorced,Not-in-family,Other,Female,United-States,32000,Prof-specialty
45,25,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Female,United-States,12000,Adm-clerical
48,21,0,0,?,Assoc-acdm,12,Never-married,Not-in-family,White,Male,United-States,1800,?
20,21,0,0,Private,Some-college,10,Never-married,Own-child,Black,Male,United-States,11138,Adm-clerical
30,40,0,0,Private,HS-grad,9,Married-civ-spouse,Wife,White,Female,United-States,34549,Sales
40,23,0,0,?,Some-college,10,Never-married,Not-in-family,White,Male,United-States,11100,?
45,28,0,0,Private,Masters,14,Never-married,Not-in-family,Black,Female,United-States,38100,Exec-managerial
40,23,0,0,Private,Some-college,10,Separated,Other-relative,White,Female,United-States,4000,Farming-fishing
40,51,0,1590,Private,HS-grad,9,Never-married,Not-in-family,White,Female,United-States,23434,Machine-op-inspct
52,42,0,0,Local-gov,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,63200,Protective-serv
50,26,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,34057,Transport-moving
70,32,0,0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,33850,Farming-fishing
45,53,0,1887,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,64525,Transport-moving
50,57,3103,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,55103,Prof-specialty
20,19,0,0,State-gov,12th,8,Never-married,Own-child,Black,Male,United-States,3138,Transport-moving
60,32,0,0,Private,Prof-school,15,Never-married,Not-in-family,White,Male,United-States,38000,Prof-specialty
36,61,0,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Wife,White,Female,United-States,16108,Adm-clerical
40,41,0,0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Wife,White,Female,United-States,99999,Adm-clerical
65,46,7298,0,Self-emp-inc,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,80798,Tech-support
40,44,0,0,State-gov,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,79000,Prof-specialty
42,51,0,1902,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,79784,Handlers-cleaners
40,51,0,0,Private,Assoc-voc,11,Never-married,Own-child,White,Female,United-States,14941,Prof-specialty
30,36,0,0,Private,HS-grad,9,Separated,Unmarried,Black,Female,United-States,8000,Other-service
50,33,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,44020,Craft-repair
9,17,0,0,Private,11th,7,Never-married,Own-child,White,Female,United-States,2990,Priv-house-serv
40,37,5013,0,Private,11th,7,Married-civ-spouse,Husband,White,Male,United-States,46713,Craft-repair
40,42,0,0,Local-gov,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,71600,Craft-repair
55,29,0,0,Local-gov,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,53400,Prof-specialty
40,23,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,6000,Sales
16,17,0,0,Private,11th,7,Never-married,Own-child,White,Female,United-States,2000,Other-service
40,32,0,0,Self-emp-not-inc,Assoc-voc,11,Never-married,Not-in-family,White,Male,United-States,30050,Craft-repair
15,18,0,0,Private,Some-college,10,Never-married,Own-child,White,Female,United-States,1842,Other-service
35,18,0,0,Private,11th,7,Never-married,Own-child,White,Male,United-States,3500,Sales
38,33,0,1485,?,HS-grad,9,Married-civ-spouse,Wife,White,Female,United-States,49452,?
40,55,0,0,Private,Bachelors,13,Divorced,Not-in-family,White,Female,United-States,16922,Adm-clerical
60,45,0,0,Private,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,39801,Exec-managerial
20,68,0,0,?,1st-4th,2,Divorced,Not-in-family,White,Female,United-States,4080,?
40,36,0,0,Private,Bachelors,13,Never-married,Own-child,White,Male,United-States,33280,Tech-support
50,41,0,0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,43100,Prof-specialty
60,59,0,1579,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,29253,Farming-fishing
40,44,0,0,Private,12th,8,Divorced,Unmarried,White,Female,United-States,8690,Machine-op-inspct
4,61,0,0,Private,HS-grad,9,Married-civ-spouse,Wife,White,Female,United-States,13240,Other-service
40,36,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Male,United-States,24019,Handlers-cleaners
40,37,0,1887,Private,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,United-States,66133,Craft-repair
40,47,0,0,Local-gov,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,67137,Prof-specialty
50,42,0,0,Self-emp-not-inc,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,63030,Exec-managerial
40,28,0,0,Private,12th,8,Never-married,Unmarried,White,Female,United-States,11500,Prof-specialty
50,27,0,0,State-gov,Bachelors,13,Never-married,Not-in-family,White,Male,United-States,9646,Prof-specialty
40,41,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,36251,Craft-repair
40,45,0,0,Private,Assoc-acdm,12,Divorced,Not-in-family,White,Male,United-States,12080,Craft-repair
60,37,0,0,Local-gov,Assoc-acdm,12,Divorced,Unmarried,White,Male,United-States,57100,Other-service
70,46,0,0,Local-gov,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,73528,Protective-serv
38,22,0,0,Private,Some-college,10,Never-married,Other-relative,White,Male,United-States,11000,Sales
45,42,0,0,Private,10th,6,Married-civ-spouse,Husband,White,Male,United-States,35504,Sales
40,38,0,0,Private,12th,8,Divorced,Not-in-family,White,Male,United-States,3840,Craft-repair
45,49,0,0,Federal-gov,Assoc-voc,11,Divorced,Unmarried,Black,Female,United-States,10000,Exec-managerial
40,26,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,28837,Exec-managerial
53,23,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Male,United-States,21500,Farming-fishing
40,50,0,0,State-gov,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,30487,Protective-serv
70,49,0,0,Self-emp-inc,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,70060,Sales
24,26,0,0,Private,Some-college,10,Never-married,Own-child,White,Female,United-States,10000,Sales
50,50,7688,0,Local-gov,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,99999,Prof-specialty
40,29,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,25150,Adm-clerical
70,57,0,1887,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Husband,White,Male,United-States,68513,Prof-specialty
30,64,0,0,?,HS-grad,9,Widowed,Not-in-family,White,Female,United-States,15788,?
28,52,0,0,Local-gov,HS-grad,9,Widowed,Unmarried,White,Female,United-States,10100,Adm-clerical
40,34,0,0,?,HS-grad,9,Never-married,Unmarried,Black,Female,United-States,1360,?
30,19,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,10500,Handlers-cleaners
40,21,0,0,Private,9th,5,Never-married,Own-child,Amer-Indian-Eskimo,Male,United-States,34000,Other-service
50,33,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Female,United-States,25571,Adm-clerical
40,55,0,1977,Private,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,99999,Exec-managerial
30,54,0,0,Local-gov,HS-grad,9,Never-married,Not-in-family,White,Female,United-States,29150,Adm-clerical
45,40,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,36000,Other-service
48,57,0,0,Federal-gov,Some-college,10,Divorced,Not-in-family,White,Male,United-States,83000,Prof-specialty
40,33,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,26540,Craft-repair
45,20,0,0,?,Some-college,10,Never-married,Own-child,White,Female,United-States,2520,?
40,26,0,0,Local-gov,Bachelors,13,Never-married,Own-child,White,Male,United-States,40000,Protective-serv
40,31,0,0,Private,HS-grad,9,Divorced,Unmarried,White,Female,United-States,18000,Adm-clerical
40,21,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,337,Machine-op-inspct
20,18,0,0,?,Some-college,10,Never-married,Own-child,White,Female,United-States,2150,?
36,35,0,0,Private,Some-college,10,Divorced,Unmarried,White,Female,United-States,5400,Sales
40,19,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,11000,Adm-clerical
30,19,0,0,Self-emp-not-inc,HS-grad,9,Never-married,Own-child,Asian-Pac-Islander,Female,United-States,2000,Adm-clerical
45,34,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,30000,Transport-moving
40,30,0,1617,Private,Some-college,10,Divorced,Not-in-family,White,Male,United-States,14383,Machine-op-inspct
40,42,0,0,Private,HS-grad,9,Divorced,Unmarried,White,Female,United-States,12271,Machine-op-inspct
60,44,10520,0,Local-gov,Masters,14,Never-married,Not-in-family,White,Female,United-States,84936,Exec-managerial
52,28,0,0,Private,9th,5,Never-married,Other-relative,White,Male,United-States,3389,Other-service
30,22,0,0,Private,HS-grad,9,Married-civ-spouse,Wife,White,Female,United-States,28230,Adm-clerical
40,30,4865,0,Private,Bachelors,13,Never-married,Not-in-family,White,Male,United-States,34415,Transport-moving
40,36,3674,0,Private,Bachelors,13,Divorced,Not-in-family,White,Female,United-States,21687,Adm-clerical
45,26,0,0,Private,Some-college,10,Divorced,Not-in-family,White,Male,United-States,30010,Sales
70,44,0,0,Self-emp-inc,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,62050,Sales
26,23,0,0,Private,Some-college,10,Divorced,Not-in-family,White,Female,United-States,11000,Priv-house-serv
16,65,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,42250,Protective-serv
12,39,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,3745,Farming-fishing
40,44,0,0,Private,10th,6,Married-civ-spouse,Husband,White,Male,United-States,54350,Machine-op-inspct
12,64,0,0,Private,Some-college,10,Widowed,Unmarried,White,Female,United-States,16342,Adm-clerical
40,26,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,15000,Adm-clerical
40,59,0,0,Private,HS-grad,9,Separated,Unmarried,Black,Female,United-States,9000,Sales
50,59,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,82678,Craft-repair
55,47,0,0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Husband,Other,Male,United-States,99999,Prof-specialty
